/app/Repos/pandas/scripts/json_manip.py,176,239,denorm,None,[queries:Any;iterable_of_things:Any;default:Any],/app/Repos/pandas/scripts/json_manip.py,204,236,_denorm,None,[queries:Any;thing:Any],100
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,211,218,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,232,242,test_encodeUnicodeSurrogatePair,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,225,232,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,232,242,test_encodeUnicodeSurrogatePair,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_sql.py,704,718,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,784,803,setUp,None,[self:Any],32,86
/app/Repos/pandas/pandas/io/tests/test_data.py,119,130,test_yahoo,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_data.py,447,461,test_fred_multi,None,[self:Any],27,73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],33,80
/app/Repos/pandas/pandas/tseries/timedeltas.py,84,144,_get_string_converter,None,[r:Any;unit:Any],/app/Repos/pandas/pandas/tseries/timedeltas.py,95,108,convert,None,[r:Any;unit:Any;m:Any],100
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,232,242,test_encodeUnicodeSurrogatePair,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,252,263,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,242,252,test_encodeUnicode4BytesUTF8,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,252,263,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,211,218,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,252,263,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,225,232,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,252,263,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_sql.py,498,515,test_default_type_conversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,758,777,test_default_type_conversion,None,[self:Any],87
/app/Repos/pandas/pandas/io/tests/test_sql.py,592,610,test_default_type_conversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,758,777,test_default_type_conversion,None,[self:Any],100
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],41,71
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,273,281,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,660,674,test_excel_roundtrip_datetime,None,[self:Any],20,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,175,189,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],18,80
/app/Repos/pandas/pandas/io/tests/test_excel.py,466,477,test_tsframe,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,660,674,test_excel_roundtrip_datetime,None,[self:Any],28,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,301,309,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],36,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],43,72
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,49,72,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],29,78
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,273,281,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_sql.py,363,370,test_execute_sql,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,370,376,test_tquery,None,[self:Any],42,86
/app/Repos/pandas/pandas/io/pytables.py,2145,2154,delete,None,[self:Any;where:Any;start:Any;stop:Any;**kwargs:Any],/app/Repos/pandas/pandas/io/pytables.py,3722,3782,delete,None,[self:Any;where:Any;start:Any;stop:Any;**kwargs:Any],38,85
/app/Repos/pandas/pandas/io/tests/test_excel.py,791,808,test_to_excel_float_format,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,822,946,test_to_excel_unicode_filename,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/sparse/tests/test_array.py,115,170,test_binary_operators,None,[self:Any],/app/Repos/pandas/pandas/sparse/tests/test_array.py,129,156,_check_op,None,[op:Any;first:Any;second:Any],100
/app/Repos/pandas/pandas/io/tests/test_excel.py,89,108,test_parse_cols_int,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,108,128,test_parse_cols_list,None,[self:Any],79
/app/Repos/pandas/pandas/io/tests/test_sql.py,579,592,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,734,753,setUp,None,[self:Any],81
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,232,242,test_encodeUnicodeSurrogatePair,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,242,252,test_encodeUnicode4BytesUTF8,None,[self:Any],73
/app/Repos/pandas/pandas/io/tests/test_excel.py,172,180,test_excel_stop_iterator,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,188,204,test_excel_passes_na,None,[self:Any],21,81
/app/Repos/pandas/pandas/io/tests/test_sql.py,704,718,setUp,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_sql.py,734,753,setUp,None,[self:Any],36,89
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,211,218,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,242,252,test_encodeUnicode4BytesUTF8,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_excel.py,180,188,test_excel_cell_error_na,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,188,204,test_excel_passes_na,None,[self:Any],31,92
/app/Repos/pandas/pandas/io/json.py,420,438,_parse_numpy,None,[self:Any],/app/Repos/pandas/pandas/io/json.py,451,476,_parse_numpy,None,[self:Any],66,87
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,225,232,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,242,252,test_encodeUnicode4BytesUTF8,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,301,309,test_encodeListConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],46,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],50,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],33,80
/app/Repos/pandas/pandas/io/json.py,405,420,_parse_no_numpy,None,[self:Any],/app/Repos/pandas/pandas/io/json.py,451,476,_parse_numpy,None,[self:Any],30,77
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,211,218,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,225,232,test_encodeUnicodeConversion2,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,273,281,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,273,281,test_encodeIntConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],91
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],45,82
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_excel.py,413,457,test_roundtrip,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],28,75
/app/Repos/pandas/pandas/stats/tests/test_moments.py,198,208,test_rolling_min,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_moments.py,208,218,test_rolling_max,None,[self:Any],32,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],41,71
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,175,189,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],28,80
/app/Repos/pandas/pandas/stats/tests/test_moments.py,263,269,test_rolling_std,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_moments.py,296,302,test_rolling_var,None,[self:Any],21,82
/app/Repos/pandas/pandas/io/tests/test_excel.py,486,509,test_int_types,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,509,521,test_float_types,None,[self:Any],40,84
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,289,301,test_encodeLongNegConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,317,325,test_encodeNoneConversion,None,[self:Any],62,92
/app/Repos/pandas/pandas/io/tests/test_excel.py,457,466,test_mixed,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,509,521,test_float_types,None,[self:Any],32,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,49,72,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],29,78
/app/Repos/pandas/pandas/stats/tests/test_moments.py,582,589,test_rolling_cov,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_moments.py,589,605,test_rolling_corr,None,[self:Any],53,90
/app/Repos/pandas/pandas/tseries/index.py,39,52,_field_accessor,None,[name:Any;field:Any;docstring:Any],/app/Repos/pandas/pandas/tseries/index.py,40,47,f,None,[self:Any],100
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,175,189,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,309,317,test_encodeDictConversion,None,[self:Any],28,71
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],33,80
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,225,232,test_encodeUnicodeConversion2,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,403,411,test_encodeToUTF8,None,[self:Any],45,95
/app/Repos/pandas/pandas/io/tests/test_excel.py,466,477,test_tsframe,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,509,521,test_float_types,None,[self:Any],32,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,175,189,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,281,289,test_encodeIntNegConversion,None,[self:Any],25,85
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,211,218,test_encodeUnicodeConversion1,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,403,411,test_encodeToUTF8,None,[self:Any],35,91
/app/Repos/pandas/pandas/tseries/index.py,908,940,union,None,[self:Any;other:Any],/app/Repos/pandas/pandas/tseries/index.py,940,971,union_many,None,[self:Any;others:Any],26,78
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,748,754,test_loadFile,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,754,767,test_loadFileLikeObject,None,[self:Any],47,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,340,348,test_encodeDatetimeConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,348,359,test_encodeDateConversion,None,[self:Any],50,88
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,232,242,test_encodeUnicodeSurrogatePair,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,403,411,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,667,677,test_encodeListLongConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,677,685,test_encodeLongConversion,None,[self:Any],45,78
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,158,167,test_encodeArrayOfNestedArrays,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,677,685,test_encodeLongConversion,None,[self:Any],41,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,242,252,test_encodeUnicode4BytesUTF8,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,403,411,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,167,175,test_encodeArrayOfDoubles,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,677,685,test_encodeLongConversion,None,[self:Any],41,71
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,252,263,test_encodeUnicode4BytesUTF8Highest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,403,411,test_encodeToUTF8,None,[self:Any],26,83
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,200,208,test_encodeStringConversion,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,677,685,test_encodeLongConversion,None,[self:Any],54,88
/app/Repos/pandas/pandas/io/tests/test_html.py,185,191,test_skiprows_xrange,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,225,232,test_skiprows_ndarray,None,[self:Any],31,76
/app/Repos/pandas/pandas/io/json.py,405,420,_parse_no_numpy,None,[self:Any],/app/Repos/pandas/pandas/io/json.py,476,498,_parse_no_numpy,None,[self:Any],65,95
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1149,1178,testDataFrame,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1224,1243,testDataFrameNumpyLabelled,None,[self:Any],54,84
/app/Repos/pandas/pandas/stats/tests/test_moments.py,70,88,test_cmov_mean,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_moments.py,130,143,test_cmov_window_frame,None,[self:Any],29,75
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,54,61,helper,None,[expected_output:Any;**encode_kwargs:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],33,80
/app/Repos/pandas/pandas/io/tests/test_excel.py,204,222,check_excel_table_sheet_by_index,None,[self:Any;filename:Any;csvfile:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,280,301,test_xlsx_table,None,[self:Any],48,82
/app/Repos/pandas/pandas/io/tests/test_html.py,191,197,test_skiprows_list,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,225,232,test_skiprows_ndarray,None,[self:Any],40,87
/app/Repos/pandas/pandas/io/json.py,451,476,_parse_numpy,None,[self:Any],/app/Repos/pandas/pandas/io/json.py,476,498,_parse_no_numpy,None,[self:Any],29,74
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1178,1199,testDataFrameNumpy,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,1224,1243,testDataFrameNumpyLabelled,None,[self:Any],51,86
/app/Repos/pandas/pandas/stats/tests/test_moments.py,88,106,test_cmov_window,None,[self:Any],/app/Repos/pandas/pandas/stats/tests/test_moments.py,130,143,test_cmov_window_frame,None,[self:Any],56,87
/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,175,189,test_doublePrecisionTest,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_json/test_ujson.py,263,273,test_encodeArrayInArray,None,[self:Any],18,75
/app/Repos/pandas/pandas/io/tests/test_excel.py,228,246,test_excel_table,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_excel.py,280,301,test_xlsx_table,None,[self:Any],63,91
/app/Repos/pandas/pandas/io/tests/test_html.py,197,204,test_skiprows_set,None,[self:Any],/app/Repos/pandas/pandas/io/tests/test_html.py,225,232,test_skiprows_ndarray,None,[self:Any],36,80
